"","GSM2550529_10SE2524.CEL.gz","GSM2550530_10SE2525.CEL.gz","GSM2550531_10SE2526.CEL.gz","GSM2550532_10SE2527.CEL.gz","GSM2550533_10SE2528.CEL.gz","GSM2550534_10SE2529.CEL.gz"
"AFFX-Les-r2-Bs-dap-M_at",11.4606954163066,11.6236689355124,11.544101937723,11.6019884290474,11.6459816474938,11.5256221636207
"AFFX-Les-r2-Bs-lys-3_at",7.53870895783647,7.69453750389926,7.3163123799308,7.49756930438628,7.59589201088426,7.4800231811315
"AFFX-Les-r2-Bs-lys-5_at",7.02996546816065,7.29909403182881,7.26309209428798,7.05181937190593,7.08271134712852,7.12515146994019
"AFFX-Les-r2-Bs-lys-M_at",7.21502114368424,7.3401440366225,7.25791364125173,7.2458681900166,7.39554229800813,7.21117090250812
"AFFX-Les-r2-Bs-phe-3_at",8.54263569603226,8.59446464100543,8.4280760911634,8.31499745805417,8.74441033462006,8.34005953095935
"AFFX-Les-r2-Bs-phe-5_at",7.86876404314613,8.06435616855529,7.87432366686754,7.78060178485218,7.86708033576426,7.78874066211758
"AFFX-Les-r2-Bs-phe-M_at",7.77715515760853,7.92057062846293,8.00849860815132,7.80001622669107,7.98945202131199,7.87391958417559
"AFFX-Les-r2-Bs-thr-3_s_at",9.13015856665495,9.28668327532601,9.17897847984578,9.00690733999665,9.1107591581952,8.96863834781105
"AFFX-Les-r2-Bs-thr-5_s_at",6.95976299776781,7.38270664987194,6.91449943380558,6.93927000404308,6.84131349304477,6.40351709916334
"AFFX-Les-r2-Bs-thr-M_s_at",7.87119722836734,8.0592885138388,7.93845477023552,7.87110066635674,7.89244034220847,7.76118250912766
"AFFX-Les-r2-Ec-bioB-3_at",8.97193020539582,9.01472765350373,9.02519465440641,8.62961703968995,8.78523431932528,8.67872828619035
"AFFX-Les-r2-Ec-bioB-5_at",9.00840441169256,9.12354764487426,9.14397798771729,8.77461859617854,8.88334943175283,8.90351896381126
"AFFX-Les-r2-Ec-bioB-M_at",9.12412802367052,9.13179890666097,9.33288282853619,8.93921134827112,9.159102038085,9.00272471232115
"AFFX-Les-r2-Ec-bioC-3_at",10.8679427267402,10.9656572727457,10.9899976594659,10.7276195222414,10.8080067733066,10.8372572142654
"AFFX-Les-r2-Ec-bioC-5_at",10.6440540974698,10.7245876473637,10.7477510929427,10.40652531823,10.571226848134,10.5320645816746
"AFFX-Les-r2-Ec-bioD-3_at",13.1114406288785,13.1729252815755,13.2047897310144,13.1560585212081,13.1428534433537,13.2099810864258
"AFFX-Les-r2-Ec-bioD-5_at",12.4588812064408,12.5351275310143,12.59076136509,12.4023512613994,12.4951321841141,12.4949100445902
"AFFX-Les-r2-P1-cre-3_s_at",14.4051282452795,14.3753540738372,14.4180822047815,14.4862799693284,14.3490722489755,14.5214451141118
