"","GSM2550529_10SE2524.CEL.gz","GSM2550530_10SE2525.CEL.gz","GSM2550531_10SE2526.CEL.gz","GSM2550532_10SE2527.CEL.gz","GSM2550533_10SE2528.CEL.gz","GSM2550534_10SE2529.CEL.gz"
"Les.1351.1.A1_at",9.57976670781633,9.36811671396767,9.40810821927235,9.57168091810304,9.49812031101241,9.62995917182773
"Les.1352.1.A1_at",8.40168048691381,8.50513974972819,8.41261272144646,8.41485688665403,8.41861305457704,8.62733999339184
"Les.1353.1.A1_at",7.23334224426556,7.16446102862607,7.11537161522463,7.16256301342259,7.23144422906208,7.28583986321011
"Les.1354.1.S1_at",10.8998031602514,10.9187151029604,10.8383945880284,10.7013588689584,10.8936447687821,10.8708950528953
"Les.1355.1.A1_s_at",12.8721610493584,12.8338407883012,12.9036252578716,12.9868741123346,13.0143055204408,12.9831363445235
"Les.1356.1.A1_at",6.32144244852227,6.08383821225745,5.94691733564653,5.75824009312813,5.90177061916846,5.95124679480576
"Les.1358.1.A1_at",3.63810985968334,3.72210857645118,3.72067042166836,3.66834938616896,3.6675699270671,3.72498488601682
"Les.136.1.S1_at",8.94729958464376,8.71065416387056,8.94243293523552,9.17472356912297,8.78712325828454,9.21492011301055
"Les.1360.1.S1_at",7.42438343506048,7.32906286666725,7.53405145205479,8.3130423250352,7.52899631915161,8.12428141476109
"Les.1360.2.A1_at",8.44197664969643,8.27984813987952,8.58419602190747,9.38968767874979,8.74696622948641,9.37516558301811
"Les.1362.1.S1_at",7.2659963883272,7.13913688572221,7.08937129619717,7.33988312823415,7.26255423786721,7.41539554332773
"Les.1362.2.A1_at",5.99308836306015,5.95155450471447,5.91334754257992,6.0241822227372,6.15536083132625,6.36790478111743
"Les.1363.1.A1_at",3.6211247408187,3.48859503548273,3.6621885358539,3.53471070033777,3.54356060192716,3.63456994215481
"Les.1364.1.A1_at",4.650695243015,4.33502303694584,4.240247650543,4.44853661113448,4.6085804574888,4.72926355411591
"Les.1366.1.A1_at",4.15676110108725,4.01488298436001,4.09142904285918,3.85254432219457,4.04951820028634,3.907017235553
"Les.1369.1.A1_at",3.85332020682072,3.85254432219457,3.82718394436764,3.63327470953015,4.04285026411815,4.02880139895106
"Les.137.1.S1_at",10.2709578016308,10.1797784779448,10.2706426955449,10.4120065147853,10.2923692832488,10.6024824467462
"Les.1371.1.A1_at",7.3077379612875,7.47073161504568,7.31545432731375,6.97147389650003,6.70598918215282,7.11687647880846
"Les.1373.1.S1_at",8.23962986212579,8.22009749047886,8.36380946319897,8.22819481172468,8.20392567920974,8.37923924884484
"Les.1374.1.A1_at",9.46237927168392,9.67581805465439,9.46749589729018,9.59367771191991,9.63479039115517,9.80300292831607
"Les.1375.1.A1_at",5.51718401625192,5.51049859525268,5.10458895571665,5.32477806906136,5.2859704813791,5.3575578099297
"Les.1376.1.A1_at",8.01174941398985,7.97832708892049,8.1090455606888,7.83126096179904,7.93895431903065,7.97657549777488
"Les.1376.2.A1_at",7.30393561139799,6.95779922102568,7.00938909623695,6.6219975545486,6.93450942615675,6.65755550878174
"Les.1379.1.A1_at",9.64924832900784,9.81521054796708,9.15868854061107,9.15396662090574,9.63026944023214,9.25088130602541
"Les.1380.1.A1_at",5.34065490956258,5.09279474816829,5.18950394339695,4.87057358936086,4.93790571890158,5.05845512369729
"Les.1381.1.A1_at",8.75435223361189,8.89297262999653,8.35517736124666,8.52490869384394,8.98775211629511,8.63834806358654
"Les.1382.1.A1_at",8.12485863693958,7.88355896157721,7.7778660701985,7.33141791372413,7.24991548262705,6.95188176684122
"Les.1384.1.A1_at",7.29902489533208,7.76592473373616,7.50244091008439,7.32767404086163,7.86125473165115,7.24077506192093
"Les.1386.1.S1_at",3.46877481183895,3.48468233357577,3.44232963136558,3.49587669211808,3.72172410045191,3.72093499245172
"Les.1386.2.A1_at",3.59728216496314,3.61347958157592,3.65575451239927,3.6463349942574,3.62848448726442,3.60670168310501
"Les.1389.1.S1_at",9.14056940336524,8.90326649940163,8.61333015070933,11.3631398091609,10.0681188981534,11.5970882816275
"Les.1392.1.A1_at",10.2927120104753,10.210658735608,10.1959428774854,10.4644914701986,10.4731583595637,10.4478617628605
"Les.1393.1.S1_at",9.80515467645463,9.70358237536278,9.8075323858804,10.1451614564181,10.0215869463042,10.2946525397097
"Les.1393.2.A1_at",10.861269384244,10.6312909719849,10.8880610328116,11.1631176311362,11.1926713470202,11.4019119057594
"Les.1394.1.A1_at",11.5508351290975,11.1693575353836,11.2914452466488,11.3478760632273,10.9770186736898,11.1003116104705
"Les.1395.1.A1_at",3.95620562035648,3.84682005663929,3.5819642296265,3.34540757573828,3.47423470777099,3.64411146329721
"Les.1396.2.A1_at",3.81445268104088,3.88337200100597,4.28551604807607,3.98036693305759,3.95092880135815,3.91614612396544
"Les.1397.1.A1_at",11.4506794442594,11.7730294855862,11.4508866315929,11.5600845889524,11.9132873308765,11.6233015470303
"Les.1399.1.A1_at",8.77118199426727,8.82050103136395,8.71920398915048,9.09031992968741,9.44943713783027,9.07338752867562
"Les.1399.2.S1_at",8.81187488649369,8.76300874309264,8.7748446738127,8.76725054123365,8.76421219107912,8.75621964502034
"Les.14.1.S1_at",9.29628244119689,8.17384003602155,8.86096227017089,8.42778647326308,8.05462084239979,8.35692364815141
"Les.140.1.S1_at",11.8455391711324,11.8937927187211,11.7119685745601,11.1471462052766,10.5421431989785,10.7314571269158
"Les.1401.1.S1_at",8.9949880916575,8.78476834748372,8.84263038544655,9.27451283870797,8.7519576480646,9.6397782275045
"Les.1401.2.S1_at",9.00558901230304,8.92618601938947,9.16896557802745,9.59102242782042,8.97771138291058,9.67688142907469
"Les.1401.3.S1_at",6.84299421376434,6.74932156353398,6.83804043566354,7.36604143458615,6.73544125835352,7.61937307784379
"Les.1406.1.A1_at",10.1474426141158,10.1976553721542,10.0970348671278,10.0690111486305,10.122526460388,10.1690580730725
"Les.1408.1.S1_at",10.6674807956348,10.8863515096904,10.8405456259796,11.050563747378,11.0216143242033,11.2328913375282
"Les.1408.2.A1_at",8.10243731536652,8.15433784499799,8.20561807352979,8.39470525733234,8.3953220928732,8.45352933723793
"Les.1409.1.A1_at",10.6808241392557,10.60406614635,10.660036618459,11.0176018502238,10.906665615968,11.094606372747
"Les.1409.2.S1_at",9.28322769603082,9.2398462344764,9.37928420261231,9.80971651315104,9.35608958853649,9.83298889711829
"Les.1409.3.S1_at",9.59177394489987,9.53220473700369,9.39414978671376,9.98435487916091,9.57862659319986,10.0594617976288
"Les.141.1.S1_at",9.51306461363986,9.13905862945349,9.5245780151055,9.31698597521408,9.40115001859917,9.36678452832695
"Les.1410.1.A1_at",6.68991506198857,6.54400203154742,6.57190462353419,6.69389874861406,6.55327416949944,6.82248923056417
"Les.1413.1.A1_at",11.8016953829097,11.6894981346658,11.901048215651,11.3585625418456,11.1786742056968,11.1965527743259
"Les.1415.1.S1_at",7.7278222992712,7.67614211951907,7.50564114931713,7.63939031985715,8.38290108922138,8.02260775776971
"Les.1415.2.A1_at",7.16704930049174,7.20256337165428,7.1838445762073,6.58994661770743,7.35048235595369,7.08021103950359
"Les.1416.1.A1_at",7.1477261743355,7.02580646107536,7.0264595965892,7.58163358574248,7.32143490055501,7.58299090946634
"Les.1417.1.S1_at",12.2852484302859,12.3434274692479,12.3131337484056,12.5839568087386,12.4838889111136,12.7379019179746
"Les.1419.1.S1_at",4.64845345218688,4.68540649438359,4.46996249789777,5.15422259848783,4.95792395379554,5.46671799529099
"Les.1419.2.A1_at",4.05106411094301,4.20381418595238,4.1350789098719,4.50141951230695,4.66912049900711,4.87443810177615
"Les.1420.1.S1_at",9.65682220232305,9.48390278749865,9.47456458547783,9.66051007411816,9.43837857536483,9.60941954754034
"Les.1420.2.A1_at",10.673740646992,10.5114507496544,10.7031961133238,10.8801098329748,10.7200049320911,10.9600403475943
"Les.1421.1.A1_at",4.34447772636399,4.43671202189847,4.26806324920706,4.29913206466498,4.61167885566181,4.4424609500484
"Les.1422.1.S1_at",12.3279919043077,12.6674855271509,12.3436984546774,12.9939379179674,12.9388359740769,12.9178400399341
"Les.1424.1.S1_at",11.047956637591,11.3043614744436,10.9927689900616,10.5943724042008,11.2622818159381,10.5542796495604
"Les.1424.2.S1_at",11.713212764496,11.9456864100466,11.7109148551604,11.2048533789128,11.901681308565,11.141794434169
"Les.1424.3.A1_at",3.97099686063517,4.32392132859429,4.2583473805005,4.11584708131,4.24455072337742,4.01801230872478
"Les.1426.1.S1_at",9.8501491395546,9.89653846444705,10.0000269796048,9.31021041800866,9.4082533607397,9.08266773720765
"Les.1429.1.A1_at",8.42703149996901,8.21588127371227,8.23063351085669,8.49094746825992,8.97544098507611,7.83190179922225
"Les.143.1.S1_at",11.7672562366392,11.9178643825013,11.7706673109535,11.9227273113484,12.023454473431,11.8225272370488
"Les.1430.1.A1_at",9.29898087768157,8.91731355759065,8.96998360918169,9.49543190428819,9.20079589639053,9.65149312489796
"Les.1431.1.A1_at",9.88488636534388,10.0764919837078,10.0666086537697,10.1961527830279,10.6915509628397,10.117828437195
"Les.1432.1.A1_at",9.14910624622619,8.99316682291957,9.01471487307782,9.13402137883345,9.30721689053301,9.34547855033653
"Les.1432.2.S1_at",8.07939987115102,8.12471343505637,8.04244044480543,8.38572959269539,8.35676004018143,8.14731801948241
"Les.1433.1.S1_at",10.7369097537988,10.9355508457719,10.8709682805149,11.4696254828255,11.2944694440565,11.58379574445
"Les.1433.2.A1_at",9.59261108035864,9.68632411404538,9.48173464120972,9.97322642583096,10.1221241341977,9.88156771164615
"Les.1434.1.S1_at",7.15748508020723,7.16428237833086,7.20062416297143,7.28850760246434,7.41695255083416,7.20425704812198
"Les.1434.2.A1_at",9.51805175286544,9.71819245215855,9.59444933928566,9.86023928154552,10.0261473019969,9.96645915017738
"Les.1436.1.A1_at",9.26189282160654,9.1509624489558,9.35784789658623,8.89673974416939,8.61689514191512,8.94071630169187
"Les.1437.1.A1_at",10.656854240702,10.2067110468656,10.3887092329809,10.474897453836,10.5073060877704,10.6269615863729
"Les.1438.1.A1_at",8.68422338373368,8.45724908319249,8.46291078555899,8.89147134132586,8.75278080349179,8.9523011271115
"Les.1439.1.S1_at",8.49559229184808,8.54360939214242,8.52771264328428,8.08183635839903,8.38068280483943,8.00736661052017
"Les.1439.2.A1_at",7.8062426189605,7.77250687796758,7.47499283698319,7.27165030929271,7.51012680786534,7.00636320125659
"Les.144.1.S1_at",11.8784318670557,11.6993343350474,11.7817377545512,10.9359173016682,11.435408637906,10.049551824311
"Les.1440.1.S1_at",9.09926574365187,9.06406255526461,9.08268407767677,8.8469567472836,8.99779302178549,8.96848728134606
"Les.1440.2.A1_at",7.48286667120631,7.39981465410668,7.29658868046068,7.16412574299917,7.14928562032333,7.26703667247578
"Les.1441.1.S1_at",11.0611169268464,11.2613049176529,11.0522895665169,11.0567653800755,11.5168218726347,11.0353777547335
"Les.1442.1.S1_at",8.5211339513618,8.55034110865444,8.30017856151245,8.6985025268378,8.65388182631054,8.55992451283286
"Les.1442.2.S1_at",4.42920277357905,4.31825688873781,4.3635506512991,4.21808141319119,4.47609827070161,4.37831273866804
"Les.1443.1.A1_at",8.72497514219999,7.44178313763205,8.53617889288755,8.28913023941576,7.7778660701985,8.39074745432142
"Les.1444.1.S1_at",10.3599386640641,10.0298137848227,10.1467689255749,9.40738530836482,9.23679601808717,9.45571118175154
"Les.1444.2.A1_at",12.087728974139,11.817870196605,11.8725342807576,11.3958079782865,11.1724074373898,11.4069734569618
"Les.1445.1.A1_at",4.29921464749591,4.19865997103561,4.31370275161924,4.41718056572351,4.28702237746543,4.25430805609049
"Les.1446.1.A1_at",9.8157473068749,9.89899675568764,9.70278414746483,9.80246448945637,9.76939919014254,9.67675092104331
"Les.1448.1.A1_at",3.82083431488742,3.65180155562364,3.71233939920768,3.64205894920989,3.87354061998926,3.55981724887953
"Les.145.1.S1_at",8.71470764611356,9.16726909276544,8.83877092022811,9.88157472930451,9.67096291185566,10.1519690187248
"Les.1450.1.S1_at",8.44624270544942,8.53779640689666,8.2736459173435,8.70572062673821,8.55318598237287,9.05593551292616
"Les.1451.1.A1_at",3.86128995893452,3.84667772398833,3.8294570207599,3.81173453094995,3.87669418751347,4.04898453878549
"Les.1452.1.A1_at",4.5910732433437,4.65513699034377,4.48976491718648,4.40190216554035,4.27847344871476,4.38628297172693
"Les.1453.1.A1_at",3.63737917135314,3.99151953852908,3.90030896930494,3.59102210783393,3.95418700265666,3.7239978484473
"Les.1454.1.A1_at",6.73060661034297,6.64339297903362,6.67167392317405,7.47352849375039,6.84821843924056,7.53818060509449
"Les.1455.1.S1_at",10.5539801648583,10.5703804660411,10.8809265572254,10.7235111127718,10.591133803204,10.5576652228623
"Les.1456.1.A1_at",8.67150423490176,8.70605920764166,8.81694370864505,8.77866524123404,8.8592868085613,8.84999537177982
"Les.1459.1.A1_at",7.43232928885567,7.58768428985395,7.22653896767761,7.0306889266878,7.59637450069961,6.83332296949598
"Les.146.1.S1_at",12.2004194271399,11.8881446222427,12.2074019098379,11.7743484786102,11.4020912098898,11.7017667162046
"Les.1460.1.A1_at",8.36368311387149,7.96304237491523,8.23379532582112,8.10012819139489,7.93693928768872,8.16766122623192
"Les.1462.1.A1_at",7.12153615377622,6.87222699432384,7.02386031028199,7.14571366468993,6.86004333240653,7.20534841817565
"Les.1464.1.S1_at",7.64509413824738,7.87565690719501,7.69210091359785,7.70936675627411,7.40292278150924,7.51851014249631
"Les.1464.2.A1_at",8.94486202879586,9.0969556754033,8.96736409383653,8.91874142648113,8.73892023809653,8.76448832357039
"Les.1465.1.S1_at",7.0065199186787,7.31005244883886,7.22307620730983,7.16311666472212,7.0738448634042,7.13165637607489
"Les.1467.1.A1_at",10.4037594268944,10.4629394684098,10.4955300973774,9.93492694481416,10.4917754244732,9.949317869124
"Les.147.1.S1_at",13.6755370558685,13.9139125796553,13.6977641638041,12.7550081503359,13.9907977618932,12.3308142926519
"Les.1470.1.A1_at",9.30028361955479,9.0153341285509,8.96167437934089,9.03810698016373,9.19097995805893,9.15130122834952
"Les.1470.2.S1_at",7.54632342241648,7.39600102806104,7.37759306487433,7.51483466944665,7.46434295703534,7.44415198263417
"Les.1472.1.S1_at",14.3728515432078,14.380696431196,14.3398556100549,14.2913151629717,14.3366586906588,14.2613702729056
"Les.1475.1.S1_s_at",11.9220015537201,12.6291553461154,12.4336412012067,12.7415460740402,12.531091190021,12.9264731089847
"Les.1477.1.A1_at",3.5481002171633,3.76180532870746,3.83675506602515,3.64288755725951,3.78629270441728,3.72877738366411
"Les.1478.1.S1_at",11.6988879891283,11.8364425472405,11.5886622177106,11.1414781580886,11.8208972677124,10.9568368147278
"Les.1479.1.A1_at",5.79057499649557,5.73898143821036,5.6578313123879,6.11645151417839,6.27429112621095,6.24948170853696
"Les.1481.1.A1_at",6.87041813117573,6.63266208448286,6.71634654184008,5.77409603446204,6.21661792936095,5.85397662701164
"Les.1484.1.A1_at",10.685738809634,10.518173044641,10.6570857227612,10.7163811813447,10.7667565875023,10.8080657270089
"Les.1485.1.S1_at",11.5884653700055,11.6313544321942,11.3747950153797,10.8366871445566,11.0449826842638,10.4670633071934
"Les.1485.2.A1_at",4.76323996301457,4.64359019577812,4.24924477014291,4.22040788696944,4.40469682109645,3.97720330774879
"Les.1487.1.A1_at",7.0967228904388,6.89985343049291,7.04468942682307,7.68617977600278,7.38213525663385,8.02068326829981
